date,price,ret
2024-01-01,100.52671415301124,
2024-01-02,100.41787960844313,-0.0010826430117117924
2024-01-03,101.0984000687533,0.0067768853810070695
2024-01-04,102.66848840617186,0.01553029856408017
2024-01-05,102.45888722231322,-0.0020415337472333706
2024-01-08,102.24973076781359,-0.0020413695694919687
2024-01-09,103.89514653915104,0.01609212815507388
2024-01-10,104.72364251955852,0.007974347291529016
2024-01-11,104.26340893466697,-0.00439474385934957
2024-01-12,104.86037955430751,0.005725600435859679
2024-01-15,104.40589611656883,-0.004334176928124767
2024-01-16,103.95096856270729,-0.004357297535702465
2024-01-17,104.23367597812532,0.002719622715660286
2024-01-18,102.27066375014866,-0.018832802446578034
2024-01-19,100.53726003281795,-0.01694917832513021
2024-01-22,100.0021127354227,-0.005322875292409712
2024-01-23,99.01926085046705,-0.009828311203344264
2024-01-24,99.36013201470035,0.0034424733259528217
2024-01-25,98.48772613414162,-0.00878024075521211
2024-01-26,97.12632665042842,-0.013823037013352857
2024-01-29,98.57899535927429,0.014956487689215647
2024-01-30,98.38600104910311,-0.001957763004865276
2024-01-31,98.48195514959053,0.0009752820468791334
2024-02-01,97.10837986639407,-0.01394748186213457
2024-02-02,96.60887113629504,-0.005143827245251975
2024-02-05,96.74501485938977,0.001409225897098576
2024-02-06,95.66050945633975,-0.011209935774223023
2024-02-07,96.0486022475435,0.004056980183456682
2024-02-08,95.5005117619928,-0.0057063868991880096
2024-02-09,95.25059289169107,-0.002616937497932792
2024-02-12,94.70603895394156,-0.005717066122294057
2024-02-13,96.48867006458414,0.018822781845089454
2024-02-14,96.50459337295825,0.00016502775262061675
2024-02-15,95.5128051199199,-0.01027710928955905
2024-02-16,96.32709468037682,0.008525449121031814
2024-02-19,95.17998959017397,-0.011908436499710184
2024-02-20,95.40733993503422,0.0023886359500475685
2024-02-21,93.56629300031945,-0.019296701238797676
2024-02-22,92.35162843811787,-0.01298186048898431
2024-02-23,92.56113848373785,0.0022686123586912466
2024-02-26,93.27243989904865,0.007684665799954082
2024-02-27,93.4602610080973,0.0020136828118997308
2024-02-28,93.3802138998283,-0.0008564828238823985
2024-02-29,93.12705668899669,-0.0027110369558929204
2024-03-01,91.77809079387464,-0.01448521990367424
2024-03-04,91.14496494995785,-0.006898442083947187
2024-03-05,90.75245939310562,-0.004306387709597903
2024-03-06,91.73904955000836,0.010871222262188951
2024-03-07,92.08180341780347,0.003736182895684781
2024-03-08,90.48598878879076,-0.017330401553627306
2024-03-11,90.80638516964025,0.003540839693948028
2024-03-12,90.48394778641627,-0.0035508228041631895
2024-03-13,89.89858722144058,-0.006469220003059606
2024-03-14,90.47544513964348,0.006416762888408645
2024-03-15,91.43538918055118,0.010609995224959423
2024-03-18,92.31433939858034,0.009612801191162035
2024-03-19,91.5673155877198,-0.008092175232226495
2024-03-20,91.31164831036416,-0.0027921237585120107
2024-03-21,91.64152390432135,0.00361263431403569
2024-03-22,92.56302078236193,0.010055451271223648
2024-03-25,92.14725153923618,-0.004491742378452845
2024-03-26,92.00381607046636,-0.0015565897666383055
2024-03-27,91.01354682067975,-0.010763349740060324
2024-03-28,89.95214080884621,-0.01166206624080679
2024-03-29,90.71001082295713,0.008425258223941912
2024-04-01,91.96746930290588,0.013862400285708176
2024-04-02,91.92883365723738,-0.0004201012158033812
2024-04-03,92.87894839573336,0.01033532897892031
2024-04-04,93.24269581733647,0.0039163602504765915
2024-04-05,92.66914157563765,-0.0061511975460514234
2024-04-08,93.03184452342707,0.003913956055084045
2024-04-09,94.49061786401218,0.0156803656646598
2024-04-10,94.4851128036602,-5.826039109935177e-05
2024-04-11,95.99181366067248,0.015946436558140098
2024-04-12,93.50587036606825,-0.02589745104089758
2024-04-15,94.30244921745465,0.008519025043752348
2024-04-16,94.41282746954046,0.0011704706823816302
2024-04-17,94.15885002386474,-0.0026900735046586632
2024-04-18,94.27349857083068,0.0012176077653547335
2024-04-19,92.42802986810138,-0.019575689146009045
2024-04-22,92.25271987895954,-0.0018967188783750588
2024-04-23,92.6098417551725,0.003871125715117385
2024-04-24,94.00630004384328,0.015078940447415201
2024-04-25,93.54729527742823,-0.004882702182736454
2024-04-26,92.81903556801386,-0.0077849360289318215
2024-04-29,92.38115522993452,-0.0047175704358453086
2024-04-30,93.25452862783595,0.009454021177020655
2024-05-01,93.58908028409623,0.0035875110965968293
2024-05-02,93.12135930576473,-0.004997602037670412
2024-05-03,93.62725732414542,0.00543267433113348
2024-05-06,93.74623654827474,0.001270775493480425
2024-05-07,94.68242864337718,0.00998644990532882
2024-05-08,94.04611245232114,-0.006720530938773561
2024-05-09,93.76617277520381,-0.002976621465977658
2024-05-10,93.42663781870482,-0.0036210815313215683
2024-05-13,92.08735300003643,-0.014335149481321197
2024-05-14,92.38766853078158,0.003261202770645788
2024-05-15,92.6565677108845,0.0029105527217989646
2024-05-16,92.68910263461406,0.0003511345664246601
2024-05-17,92.49947265658275,-0.002045871333751448
2024-05-20,91.21801202584754,-0.013853707420504069
2024-05-21,90.86167312834903,-0.003906453227653595
2024-05-22,90.57753548651758,-0.0031271451652676863
2024-05-23,89.87802576893404,-0.007722772692216329
2024-05-24,89.76002876317195,-0.00131285711665996
2024-05-27,90.14963293709546,0.004340508568145385
2024-05-28,91.87706749342912,0.01916185901210521
2024-05-29,92.0650275886012,0.0020457781283182985
2024-05-30,92.32976093515126,0.0028755039072279054
2024-05-31,92.28872412737891,-0.00044445915766166966
2024-06-03,90.54560127109423,-0.018887712152990566
2024-06-04,90.5487578035298,3.486124550788894e-05
2024-06-05,90.63046013779493,0.0009023020994103348
2024-06-06,92.89009693668963,0.024932421124852944
2024-06-07,92.73927967911709,-0.001623609647811386
2024-06-10,93.04675429619253,0.003315473423336046
2024-06-11,93.04237014741189,-4.711769705245672e-05
2024-06-12,91.98291711286264,-0.011386780376195338
2024-06-13,93.06171375021874,0.011728228145150288
2024-06-14,93.78939403081611,0.007819330326867657
2024-06-17,94.55943491874719,0.008210319470430383
2024-06-18,93.72789111074692,-0.008793874547947444
2024-06-19,95.07081900234209,0.01432794310936103
2024-06-20,93.76658896145314,-0.013718510627922731
2024-06-21,94.34499481707638,0.006168570938002382
2024-06-24,96.4398835621623,0.022204556258099917
2024-06-25,95.51354344863398,-0.009605363251306898
2024-06-26,95.0013064836558,-0.005362977296027749
2024-06-27,95.12447697436295,0.001296513650876463
2024-06-28,94.67408573478397,-0.004734756541161955
2024-07-01,93.23441153431891,-0.015206634310661382
2024-07-02,93.32630614387003,0.0009856297480603793
2024-07-03,92.36289521966347,-0.010323037137261015
2024-07-04,92.82802776870518,0.00503592430635158
2024-07-05,92.00239279356904,-0.008894242342337932
2024-07-08,93.45597025075402,0.015799344050175357
2024-07-09,92.75201007795543,-0.007532532923362423
2024-07-10,92.48111715101052,-0.002920615162056661
2024-07-11,93.2612112969951,0.008435172173696603
2024-07-12,92.1412706894554,-0.012008643164339694
2024-07-15,92.37849754471588,0.0025745993460413175
2024-07-16,93.61372993115002,0.013371427542824277
2024-07-17,92.1369890362387,-0.015774832345612277
2024-07-18,92.33474621094267,0.002146338585323093
2024-07-19,92.60240875332114,0.0028988279424841945
2024-07-22,93.35417628739731,0.008118228717773013
2024-07-23,92.22743739306219,-0.012069507108780853
2024-07-24,91.03728232814525,-0.012904566130842787
2024-07-25,91.53975492952229,0.005519415656168869
2024-07-26,91.83907589805703,0.0032698467323317715
2024-07-29,92.0966779397748,0.0028049285034588145
2024-07-30,92.44337423488528,0.0037644820949698232
2024-07-31,91.84246944889722,-0.0065002472157847935
2024-08-01,92.0833297205909,0.0026225369716097457
2024-08-02,92.38082561141499,0.0032307247329868005
2024-08-05,91.74861612135882,-0.006843514180263521
2024-08-06,93.48796300011558,0.018957745111447544
2024-08-07,93.9589861348,0.005038329209117842
2024-08-08,92.8678371428804,-0.011613034972026592
2024-08-09,93.50542463004504,0.006865536086338331
2024-08-12,92.62209602289678,-0.009446816702273209
2024-08-13,93.37889690916342,0.00817084603742435
2024-08-14,94.48879434955163,0.01188595579007412
2024-08-15,93.74168815980602,-0.007906823183516987
2024-08-16,94.67289571313619,0.009933761292443277
2024-08-19,95.09208923833243,0.004427809269365035
2024-08-20,95.90233104603867,0.008520601599944833
2024-08-21,97.7501704308353,0.019267929826539465
2024-08-22,97.53962818035473,-0.002153881160028681
2024-08-23,96.83369861663368,-0.007237361643574802
2024-08-26,96.00139900428363,-0.008595144296255186
2024-08-27,95.24701013719726,-0.00785810284965427
2024-08-28,95.20214716725683,-0.0004710170941409908
2024-08-29,95.55549181653595,0.003711519748166525
2024-08-30,95.84855171819181,0.0030669079933001164
2024-09-02,96.67014944796378,0.008571832490360087
2024-09-03,96.71171944110762,0.00043001891877914034
2024-09-04,98.14647075562122,0.014835340771573113
2024-09-05,97.91616335541126,-0.0023465683323796727
2024-09-06,100.60902348911928,0.02750169166589589
2024-09-09,101.26868400504267,0.006556673477650099
2024-09-10,100.43103243301164,-0.008271575564162803
2024-09-11,99.3856533506911,-0.010408924980611078
2024-09-12,99.8949774088226,0.005124724152431703
2024-09-13,99.70171780312687,-0.001934627853258375
2024-09-16,100.44349907620042,0.007440004940920897
2024-09-17,100.94896855499005,0.0050323762457353816
2024-09-18,100.9057332094196,-0.0004282891265688926
2024-09-19,100.0815415193942,-0.008167937180683982
2024-09-20,98.59548352772063,-0.014848472246858702
2024-09-23,98.18481859676488,-0.004165149520670375
2024-09-24,99.05512764501529,0.00886398794323462
2024-09-25,99.29691501483697,0.002440937441302138
2024-09-26,98.08972391293692,-0.012157387787119833
2024-09-27,98.2890235221481,0.002031809258511874
2024-09-30,98.69723491920135,0.004153173797288412
2024-10-01,97.85450123951884,-0.008538574362011442
2024-10-02,98.03428452559362,0.0018372510594553138
2024-10-03,98.12075931161134,0.0008820871844599232
2024-10-04,97.02870440446723,-0.011129702978306177
2024-10-07,97.40496945605746,0.0038778736034827954
2024-10-08,97.98042294351754,0.005907845263682265
2024-10-09,99.07099525915875,0.01113051243175267
2024-10-10,100.14472873874891,0.010838020520349101
2024-10-11,98.79510890591307,-0.013476693679570939
2024-10-14,97.89822216905377,-0.009078250399151333
2024-10-15,98.4318020058454,0.0054503526720866
2024-10-16,98.9670603163829,0.005437859509122012
2024-10-17,99.50647798884246,0.005450476863060549
2024-10-18,103.37004734495667,0.03882731490654745
2024-10-21,103.99118815035155,0.006008905106931639
2024-10-22,105.20327370824761,0.011655656401805992
2024-10-23,106.23847577678933,0.009840017634931808
2024-10-24,106.962375456253,0.0068139125130579625
2024-10-25,106.65724469573958,-0.0028526924464034042
2024-10-28,107.49873752781515,0.007889692204932741
2024-10-29,106.70020980014898,-0.00742825214537568
2024-10-30,106.47953391285165,-0.002068186067400113
2024-10-31,105.99466492951419,-0.004553635478291129
2024-11-01,106.1132455486995,0.001118741393863143
2024-11-04,108.60123885083239,0.023446585666735187
2024-11-05,106.60594609070262,-0.018372651925917527
2024-11-06,107.36952204312244,0.0071626019037451805
2024-11-07,105.67016757692546,-0.01582715871189655
2024-11-08,105.20317743376995,-0.0044193186578942445
2024-11-11,106.38034901569375,0.011189505969673608
2024-11-12,106.48064442905955,0.0009428001909543848
2024-11-13,105.36499903754861,-0.010477447779293048
2024-11-14,104.64292879088258,-0.006853037092599545
2024-11-15,105.38547265800197,0.007095977489346428
2024-11-18,104.64738797282793,-0.007003666317171531
2024-11-19,104.90530044926014,0.00246458589581966
2024-11-20,104.98457931496628,0.0007557183990383187
2024-11-21,104.33199480501195,-0.006216003476058218
2024-11-22,106.6001140393507,0.021739440893253192
2024-11-25,107.30785247427066,0.00663919022318038
2024-11-26,105.16690781072877,-0.019951425866576056
2024-11-27,105.39454612039466,0.002164543147694209
2024-11-28,104.72867764340195,-0.006317864647683691
2024-11-29,105.6528384060186,0.008824333347962066
2024-12-02,104.84721360242992,-0.007625207384327037
2024-12-03,104.75836980464601,-0.0008473644146691495
2024-12-04,105.31881375676817,0.005349872789804477
2024-12-05,106.26221250143277,0.008957551941701114
2024-12-06,105.01862964647053,-0.011702964070557709
2024-12-09,104.6988466213338,-0.0030450123584094824
2024-12-10,104.23299401245256,-0.0044494531116096026
2024-12-11,103.58327929078615,-0.006233292325736994
2024-12-12,105.44306967103476,0.01795454240281069
2024-12-13,105.90172773957957,0.004349817109609466
